,Unnamed: 0,Tên Sách,Ảnh bìa,Thể loại,Nội dung tóm tắt,Giá bìa,Kích thước,Số trang,Tác giả,Nhà Xuất Bản,Dịch giả,Nhà Phát Hành,Loại sản phẩm,Tên Sách.1,Ảnh bìa.1,Thể loại.1,Tác giả.1,Nội dung tóm tắt.1,Giá bìa.1,Công ty phát hành,Ngày xuất bản,Loại bìa,Số trang.1,Nhà xuất bản,Kích thước.1,Dịch Giả,Phiên bản
55,55,Lời giải bài tập Python cơ bản,https://salt.tikicdn.com/cache/280x280/ts/product/76/5e/56/f2113a7e987e7a910410370e09187b3c.jpg,Lập trình - Phần mềm ứng dụng,"SÁCH LỜI GIẢI BÀI TẬP PYTHON CƠ BẢNCuốn sách Lời giải bài tập Python cơ bản của Thầy Bùi Việt Hà hiện đã có mặt tại Tủ sách CS4S.Cuốn sách này bao gồm lời giải, đáp số, chương trình, hướng dẫn chi...",75000.0,,144.0,Bùi Việt Hà,,,,,Lời giải bài tập Python cơ bản,https://salt.tikicdn.com/cache/280x280/ts/product/76/5e/56/f2113a7e987e7a910410370e09187b3c.jpg,Lập trình - Phần mềm ứng dụng,Bùi Việt Hà,"SÁCH LỜI GIẢI BÀI TẬP PYTHON CƠ BẢNCuốn sách Lời giải bài tập Python cơ bản của Thầy Bùi Việt Hà hiện đã có mặt tại Tủ sách CS4S.Cuốn sách này bao gồm lời giải, đáp số, chương trình, hướng dẫn chi...",75000.0,Công ty TNHH Tin Học Và Nhà Trường,2021-01-14 09:56:16,Bìa mềm,144.0,dai hoc quoc gia ha noi,,,
56,56,Combo Giáo Trình Kỹ Thuật Lập Trình C Căn Bản Và Nâng Cao + Giáo Trình C++ Và Lập Trình Hướng Đối Tượng (2 quyển),https://salt.tikicdn.com/cache/280x280/ts/product/0c/7f/54/d9d28ec0880f92f831ea946e4e08fdce.jpg,Lập trình - Phần mềm ứng dụng,"Giáo trình kỹ thuật lập trình C căn bản và nâng cao được hình thành qua nhiều năm giảng dạy của các tác giả. Ngôn ngữ lập trình C là một môn học cơ sở trong chương trình đào tạo kỹ sư, cử nhân tin học...",214500.0,16 x 24 cm,900.0,Nhiều Tác Giả,,,,,Combo Giáo Trình Kỹ Thuật Lập Trình C Căn Bản Và Nâng Cao + Giáo Trình C++ Và Lập Trình Hướng Đối Tượng (2 quyển),https://salt.tikicdn.com/cache/280x280/ts/product/0c/7f/54/d9d28ec0880f92f831ea946e4e08fdce.jpg,Lập trình - Phần mềm ứng dụng,Nhiều Tác Giả,"Giáo trình kỹ thuật lập trình C căn bản và nâng cao được hình thành qua nhiều năm giảng dạy của các tác giả. Ngôn ngữ lập trình C là một môn học cơ sở trong chương trình đào tạo kỹ sư, cử nhân tin học...",214500.0,Huy Hoàng Bookstore,2019-01-10 00:00:00,Bìa mềm,900.0,,16 x 24 cm,,
57,57,Sách Coding 4 Lập trình với Scratch 3 (Dành cho học sinh lớp 4),https://salt.tikicdn.com/cache/280x280/ts/product/cb/34/50/ce1360aba35df51fcfa73b9e0e409492.png,Lập trình - Phần mềm ứng dụng,"Sách Coding 4 Lập trình với Scratch 3Với học sinh, thật hiếm có một môn học nào thú vị và bổ ích như học lập trình (coding). Đam mê và hứng thú như chơi game, bổ ích và mang nhiều giá trị với vai tr...",159600.0,,140.0,Nguyễn Hữu Hưng (chủ biên),,,,,Sách Coding 4 Lập trình với Scratch 3 (Dành cho học sinh lớp 4),https://salt.tikicdn.com/cache/280x280/ts/product/cb/34/50/ce1360aba35df51fcfa73b9e0e409492.png,Lập trình - Phần mềm ứng dụng,Nguyễn Hữu Hưng (chủ biên),"Sách Coding 4 Lập trình với Scratch 3Với học sinh, thật hiếm có một môn học nào thú vị và bổ ích như học lập trình (coding). Đam mê và hứng thú như chơi game, bổ ích và mang nhiều giá trị với vai tr...",159600.0,Học viện VIETSTEM,2021-05-12 00:00:00,Bìa mềm,140.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,1
58,58,Giáo Trình Kỹ Thuật Lập Trình C Căn Bản Và Nâng Cao,https://salt.tikicdn.com/cache/280x280/ts/product/f4/4f/ec/c8d7c174cbca49acb9b8ef31cb690557.jpg,Lập trình - Phần mềm ứng dụng,"Giáo trình kỹ thuật lập trình C căn bản và nâng cao được hình thành qua nhiều năm giảng dạy của các tác giả. Ngôn ngữ lập trình C là một môn học cơ sở trong chương trình đào tạo kỹ sư, cử nhân tin học...",94000.0,16 x 24 cm,440.0,Nhiều Tác Giả,,,,,Giáo Trình Kỹ Thuật Lập Trình C Căn Bản Và Nâng Cao,https://salt.tikicdn.com/cache/280x280/ts/product/f4/4f/ec/c8d7c174cbca49acb9b8ef31cb690557.jpg,Lập trình - Phần mềm ứng dụng,Nhiều Tác Giả,"Giáo trình kỹ thuật lập trình C căn bản và nâng cao được hình thành qua nhiều năm giảng dạy của các tác giả. Ngôn ngữ lập trình C là một môn học cơ sở trong chương trình đào tạo kỹ sư, cử nhân tin học...",94000.0,Huy Hoàng Bookstore,2018-03-03 00:00:00,Bìa mềm,440.0,,16 x 24 cm,,
59,59,Sách Lập trình với Scratch 3 (Dành cho học sinh 8-14 tuổi),https://salt.tikicdn.com/cache/280x280/ts/product/66/b6/b1/969d88a9742bdfd6a3078ace5ee685cd.jpg,Lập trình - Phần mềm ứng dụng,“Lập trình với Scratch 3” là cuốn sách phiên bản mới của “Lập trình với Scratch” do VIETSTEM biên soạn. Dành riêng cho học sinh và người học bắt đầu làm quen với môn lập trình kéo thả. Thực hành - Trả...,200000.0,<p>19x26cm</p>,190.0,Nguyễn Hữu Hưng (chủ biên),,,,,Sách Lập trình với Scratch 3 (Dành cho học sinh 8-14 tuổi),https://salt.tikicdn.com/cache/280x280/ts/product/66/b6/b1/969d88a9742bdfd6a3078ace5ee685cd.jpg,Lập trình - Phần mềm ứng dụng,Nguyễn Hữu Hưng (chủ biên),“Lập trình với Scratch 3” là cuốn sách phiên bản mới của “Lập trình với Scratch” do VIETSTEM biên soạn. Dành riêng cho học sinh và người học bắt đầu làm quen với môn lập trình kéo thả. Thực hành - Trả...,200000.0,Học viện VIETSTEM,2019-07-28 14:31:56,Bìa mềm,190.0,,<p>19x26cm</p>,,
60,60,"Combo 3 sách Lập trình với Scratch 3, Bài tập nâng cao và Luyện thi tin học trẻ cấp Tiểu học",https://salt.tikicdn.com/cache/280x280/ts/product/4f/d5/32/2743a2d3ba09e596e3f4c1ec5a674051.jpg,Lập trình - Phần mềm ứng dụng,"Combo Sách Lập Trình với Scratch 3, Sách Bài tập Nâng cao và Sách Luyện thi Tin học trẻ dành cho cấp Tiểu họcSách Lập trình với Scratch 3“Lập trình với Scratch 3” là cuốn sách phiên bản mới của “L...",600000.0,,202.0,nhieu tac gia,,,,,"Combo 3 sách Lập trình với Scratch 3, Bài tập nâng cao và Luyện thi tin học trẻ cấp Tiểu học",https://salt.tikicdn.com/cache/280x280/ts/product/4f/d5/32/2743a2d3ba09e596e3f4c1ec5a674051.jpg,Lập trình - Phần mềm ứng dụng,nhieu tac gia,"Combo Sách Lập Trình với Scratch 3, Sách Bài tập Nâng cao và Sách Luyện thi Tin học trẻ dành cho cấp Tiểu họcSách Lập trình với Scratch 3“Lập trình với Scratch 3” là cuốn sách phiên bản mới của “L...",600000.0,Học viện VIETSTEM,2021-05-08 15:42:30,Bìa mềm,202.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,3
61,61,Tự học lập trình Scratch,https://salt.tikicdn.com/cache/280x280/ts/product/f5/93/98/cc0f7a4114a0d60d3596cbcb7618b02c.jpg,Lập trình - Phần mềm ứng dụng,"Lập trình Scratch, một môi trường, ngôn ngữ lập trình ""trực quan"", ""kéo thả"" rất mới ở Việt Nam. Vì sao mọi người cần học môi trường lập trình này? Vì sao Scratch lại thích hợp cho lứa tuổi thiếu nhi,...",220000.0,,418.0,Bùi Việt Hà,,,,,Tự học lập trình Scratch,https://salt.tikicdn.com/cache/280x280/ts/product/f5/93/98/cc0f7a4114a0d60d3596cbcb7618b02c.jpg,Lập trình - Phần mềm ứng dụng,Bùi Việt Hà,"Lập trình Scratch, một môi trường, ngôn ngữ lập trình ""trực quan"", ""kéo thả"" rất mới ở Việt Nam. Vì sao mọi người cần học môi trường lập trình này? Vì sao Scratch lại thích hợp cho lứa tuổi thiếu nhi,...",220000.0,Công ty TNHH Tin Học Và Nhà Trường,2020-03-13 10:58:59,Bìa gập,418.0,ĐHQG Hà Nội,,,
62,62,Sách Luyện thi hội thi tin học trẻ với Scratch 3 dành cho cấp Tiểu học,https://salt.tikicdn.com/cache/280x280/ts/product/39/db/e0/35a0b3a882a0caaf55cecab4e1d20cd4.jpg,Lập trình - Phần mềm ứng dụng,Sách “Luyện thi hội thi tin học trẻ với Scratch 3 cấp Tiểu học” cung cấp tới các thầy cô và các bạn học sinh tài liệu hướng dẫn ôn luyện “Hội thi Tin học trẻ” (tập trung vào Bảng A: Thi kỹ năng lập tr...,190000.0,,200.0,Nguyễn Hữu Hưng (chủ biên),,,,,Sách Luyện thi hội thi tin học trẻ với Scratch 3 dành cho cấp Tiểu học,https://salt.tikicdn.com/cache/280x280/ts/product/39/db/e0/35a0b3a882a0caaf55cecab4e1d20cd4.jpg,Lập trình - Phần mềm ứng dụng,Nguyễn Hữu Hưng (chủ biên),Sách “Luyện thi hội thi tin học trẻ với Scratch 3 cấp Tiểu học” cung cấp tới các thầy cô và các bạn học sinh tài liệu hướng dẫn ôn luyện “Hội thi Tin học trẻ” (tập trung vào Bảng A: Thi kỹ năng lập tr...,190000.0,Học viện VIETSTEM,2020-05-28 09:08:15,Bìa mềm,200.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,
63,63,Bài tập lập trình cơ bản với ngôn ngữ,https://salt.tikicdn.com/cache/280x280/ts/product/84/45/d4/614df5830a536478998804603de24633.jpg,Lập trình - Phần mềm ứng dụng,"Python là một ngôn ngữ được thiết kế dễ đọc, dễ nhớ, dễ viết. LÀ ngôn ngữ mã nguồn mở, hoàn toàn miễn phí và đa nền tảng. Python có thể ứng dụng cho nhiều lĩnh vực và các ứng dụng đa nền tảng khác nha...",96000.0,,196.0,Trần Thông Quế,,,,,Bài tập lập trình cơ bản với ngôn ngữ,https://salt.tikicdn.com/cache/280x280/ts/product/84/45/d4/614df5830a536478998804603de24633.jpg,Lập trình - Phần mềm ứng dụng,Trần Thông Quế,"Python là một ngôn ngữ được thiết kế dễ đọc, dễ nhớ, dễ viết. LÀ ngôn ngữ mã nguồn mở, hoàn toàn miễn phí và đa nền tảng. Python có thể ứng dụng cho nhiều lĩnh vực và các ứng dụng đa nền tảng khác nha...",96000.0,Trung Tâm Kinh Doanh Xuất Bản Và Phát Hành Sách,2020-12-28 16:24:30,Bìa mềm,196.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,1
64,64,Hello World- Làm Người Trong Kỷ Nguyên Máy Móc,https://salt.tikicdn.com/cache/280x280/ts/product/69/13/10/32f7e863bc164249400fc10382252833.jpg,Lập trình - Phần mềm ứng dụng,"“Hello World” là một đoạn mang tính nghi thức của những người học lập trình, nhiệm vụ đầu tiên của một người mới học là lập trình sao cho máy tính hiện ra cụm từ này. Nhưng đồng thời nó cũng là một lờ...",108100.0,14 x 20.5 cm,368.0,Hannah Fry,,,,,Hello World- Làm Người Trong Kỷ Nguyên Máy Móc,https://salt.tikicdn.com/cache/280x280/ts/product/69/13/10/32f7e863bc164249400fc10382252833.jpg,Lập trình - Phần mềm ứng dụng,Hannah Fry,"“Hello World” là một đoạn mang tính nghi thức của những người học lập trình, nhiệm vụ đầu tiên của một người mới học là lập trình sao cho máy tính hiện ra cụm từ này. Nhưng đồng thời nó cũng là một lờ...",108100.0,Nhã Nam,2020-10-15 00:00:00,Bìa mềm,368.0,Nhà Xuất Bản Dân Trí,14 x 20.5 cm,Nguyễn Duy Khánh,
65,65,Vi Xử Lý Và Vi Điều Khiển,https://salt.tikicdn.com/cache/280x280/ts/product/98/09/ad/9071ac7b44888b81bfa7fab697be9530.jpg,Lập trình - Phần mềm ứng dụng,"Vi Xử Lý Và Vi Điều KhiểnVi xử lý và vi điều khiển , Gồm 10 chương chủ yếu thực hành lập trình điều khiển và hiển thị vơi các linh kiện điện tử thường gặp như: Led đơn,Led 7 đoạn, LCD, Động cơ DC, Độn...",109200.0,16 x 24 cm,400.0,"TS. Lê Ngọc Bích,KS. Phạm Quang Huy",,,,,Vi Xử Lý Và Vi Điều Khiển,https://salt.tikicdn.com/cache/280x280/ts/product/98/09/ad/9071ac7b44888b81bfa7fab697be9530.jpg,Lập trình - Phần mềm ứng dụng,"TS. Lê Ngọc Bích,KS. Phạm Quang Huy","Vi Xử Lý Và Vi Điều KhiểnVi xử lý và vi điều khiển , Gồm 10 chương chủ yếu thực hành lập trình điều khiển và hiển thị vơi các linh kiện điện tử thường gặp như: Led đơn,Led 7 đoạn, LCD, Động cơ DC, Độn...",109200.0,Công Ty TNHH Thương Mại STK,2020-01-02 00:00:00,Bìa mềm,400.0,Nhà Xuất Bản Thanh Niên,16 x 24 cm,,
66,66,C# Dành Cho Người Bắt Đầu,https://salt.tikicdn.com/cache/280x280/ts/product/81/d4/c5/f02c808c4d29d9ed449a4d03753de5bd.jpg,Lập trình - Phần mềm ứng dụng,"Giới thiệu về C#.Các dạng bài tập xoay quanh.Cuốn sách là tài liệu cần thiết cho sinh viên ,các kỹ thuật viên chuyên ngành tin hoc. Để thuận lợi cho người học, phần code lập trình....",102000.0,16 x 24 cm,366.0,"Phạm Quang Hiển,Phạm Quang Huy",,,,,C# Dành Cho Người Bắt Đầu,https://salt.tikicdn.com/cache/280x280/ts/product/81/d4/c5/f02c808c4d29d9ed449a4d03753de5bd.jpg,Lập trình - Phần mềm ứng dụng,"Phạm Quang Hiển,Phạm Quang Huy","Giới thiệu về C#.Các dạng bài tập xoay quanh.Cuốn sách là tài liệu cần thiết cho sinh viên ,các kỹ thuật viên chuyên ngành tin hoc. Để thuận lợi cho người học, phần code lập trình....",102000.0,Công Ty TNHH Thương Mại STK,2019-05-01 00:00:00,Bìa mềm,366.0,,16 x 24 cm,,
67,67,Giáo Trình Thực Hành Thiết Kế Kiến Trúc Với  Vray Và Sketchup,https://salt.tikicdn.com/cache/280x280/ts/product/68/19/1b/4574ce5e8b509ccdd1c9b5934e43eda3.jpg,Lập trình - Phần mềm ứng dụng,"SketchUp & Vray là tài liệu hướng dẫn sử dụng Google SketchUp 7.0 và 8.0. Sách giới thiệu các công cụ , lệnh nâng cao thực hiện các bước xây dựng của một công trình, xây dựng project, các hạng mục, tr...",108000.0,16 x 24 cm,399.0,"Phạm Quang Hiển,Phạm Quang Huy",,,,,Giáo Trình Thực Hành Thiết Kế Kiến Trúc Với  Vray Và Sketchup,https://salt.tikicdn.com/cache/280x280/ts/product/68/19/1b/4574ce5e8b509ccdd1c9b5934e43eda3.jpg,Lập trình - Phần mềm ứng dụng,"Phạm Quang Hiển,Phạm Quang Huy","SketchUp & Vray là tài liệu hướng dẫn sử dụng Google SketchUp 7.0 và 8.0. Sách giới thiệu các công cụ , lệnh nâng cao thực hiện các bước xây dựng của một công trình, xây dựng project, các hạng mục, tr...",108000.0,Công Ty TNHH Thương Mại STK,2019-04-01 00:00:00,Bìa mềm,399.0,,16 x 24 cm,,
68,68,Arduino Và Lập Trình IoT,https://salt.tikicdn.com/cache/280x280/ts/product/ff/76/72/824e62ff503d162fcf4b750b3b27e8f5.jpg,Lập trình - Phần mềm ứng dụng,"ARDUINO và lập trình ToT có 3 phần với 10 chương.Phần 1: Giới thiệuChương 1:   Tổng quan về hệ thống nhúng, về IoT,  về Arduino, Arduino và Raspberry, Serial monitor, các link kiện thực hành.Phần 2...",129600.0,16 x 24 cm,456.0,Nhiều Tác Giả,,,,,Arduino Và Lập Trình IoT,https://salt.tikicdn.com/cache/280x280/ts/product/ff/76/72/824e62ff503d162fcf4b750b3b27e8f5.jpg,Lập trình - Phần mềm ứng dụng,Nhiều Tác Giả,"ARDUINO và lập trình ToT có 3 phần với 10 chương.Phần 1: Giới thiệuChương 1:   Tổng quan về hệ thống nhúng, về IoT,  về Arduino, Arduino và Raspberry, Serial monitor, các link kiện thực hành.Phần 2...",129600.0,Công Ty TNHH Thương Mại STK,2020-05-01 00:00:00,Bìa mềm,456.0,Nhà Xuất Bản Thanh Niên,16 x 24 cm,,
69,69,20 bài tập lập trình Scratch.Volume 1,https://salt.tikicdn.com/cache/280x280/ts/product/0b/b9/4d/2ed860e8ae6d938e08380d99f4c19121.jpg,Lập trình - Phần mềm ứng dụng,"20 Bài tập lập trình Scratch.Volume 1Các ngôn ngữ lập trình trực quan kéo thả nói chung và Scratch nói riêng đang lan tỏa mạnh mẽ vào mọi ngóc ngách xã hội, trong các nhà trường và gia đình. Có lẽ ch...",55000.0,,104.0,Bùi Việt Hà,,,,,20 bài tập lập trình Scratch.Volume 1,https://salt.tikicdn.com/cache/280x280/ts/product/0b/b9/4d/2ed860e8ae6d938e08380d99f4c19121.jpg,Lập trình - Phần mềm ứng dụng,Bùi Việt Hà,"20 Bài tập lập trình Scratch.Volume 1Các ngôn ngữ lập trình trực quan kéo thả nói chung và Scratch nói riêng đang lan tỏa mạnh mẽ vào mọi ngóc ngách xã hội, trong các nhà trường và gia đình. Có lẽ ch...",55000.0,Công ty TNHH Tin Học Và Nhà Trường,2020-09-04 17:27:13,Bìa mềm,104.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,
70,70,Combo 2 sách Lập trình với Scratch 3 và Bài tập Nâng cao Scratch 3,https://salt.tikicdn.com/cache/280x280/ts/product/eb/2e/07/a08b8525a733940b7ee89d3f1d16b3c2.jpg,Lập trình - Phần mềm ứng dụng,Combo 2 sách Lập trình với Scratch 3 và Bài tập Nâng cao Scratch 31. SÁCH LẬP TRÌNH VỚI SCRATCH 3“Lập trình với Scratch 3” là cuốn sách phiên bản mới của “Lập trình với Scratch” do VIETSTEM biên so...,360000.0,,400.0,Nguyễn Hữu Hưng,,,,,Combo 2 sách Lập trình với Scratch 3 và Bài tập Nâng cao Scratch 3,https://salt.tikicdn.com/cache/280x280/ts/product/eb/2e/07/a08b8525a733940b7ee89d3f1d16b3c2.jpg,Lập trình - Phần mềm ứng dụng,Nguyễn Hữu Hưng,Combo 2 sách Lập trình với Scratch 3 và Bài tập Nâng cao Scratch 31. SÁCH LẬP TRÌNH VỚI SCRATCH 3“Lập trình với Scratch 3” là cuốn sách phiên bản mới của “Lập trình với Scratch” do VIETSTEM biên so...,360000.0,Học viện VIETSTEM,2021-05-08 14:42:16,Bìa mềm,400.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,3
71,71,Sách Bài tập Nâng Cao Scratch 3 - Hành Trang Cho Tương Lai,https://salt.tikicdn.com/cache/280x280/ts/product/40/e6/2f/cc9885ddd5281d1a1fb07b4fcda8338b.jpg,Lập trình - Phần mềm ứng dụng,"Sách Bài tập Nâng cao Scratch 3Cuốn sách ""Bài tập Nâng cao Scratch 3"" cung cấp tới bạn đọc những bài tập nâng cao với Scratch 3 nhằm củng cố kiến thức, kĩ năng lập trình và ứng dụng. Qua đó nâng cao...",190000.0,,202.0,nhieu tac gia,,,,,Sách Bài tập Nâng Cao Scratch 3 - Hành Trang Cho Tương Lai,https://salt.tikicdn.com/cache/280x280/ts/product/40/e6/2f/cc9885ddd5281d1a1fb07b4fcda8338b.jpg,Lập trình - Phần mềm ứng dụng,nhieu tac gia,"Sách Bài tập Nâng cao Scratch 3Cuốn sách ""Bài tập Nâng cao Scratch 3"" cung cấp tới bạn đọc những bài tập nâng cao với Scratch 3 nhằm củng cố kiến thức, kĩ năng lập trình và ứng dụng. Qua đó nâng cao...",190000.0,Học viện VIETSTEM,2021-05-08 13:51:55,Bìa mềm,202.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,số 1
72,72,Thiết kế phần mềm giáo dục- Volume 1,https://salt.tikicdn.com/cache/280x280/ts/product/ae/4f/c0/cbf13be541787d6cb1ba4a597ffce07a.jpg,Lập trình - Phần mềm ứng dụng,"Sách Thiết kế phần mềm giáo dục - Volume 1Một trong những thay đổi lớn nhất của môn Tin học trong chương trình giáo dục phổ thông mới (còn gọi là Chương trình Giáo dục phổ thông 2018, hay ngắn gọn là...",70000.0,,104.0,Bùi Việt Hà,,,,,Thiết kế phần mềm giáo dục- Volume 1,https://salt.tikicdn.com/cache/280x280/ts/product/ae/4f/c0/cbf13be541787d6cb1ba4a597ffce07a.jpg,Lập trình - Phần mềm ứng dụng,Bùi Việt Hà,"Sách Thiết kế phần mềm giáo dục - Volume 1Một trong những thay đổi lớn nhất của môn Tin học trong chương trình giáo dục phổ thông mới (còn gọi là Chương trình Giáo dục phổ thông 2018, hay ngắn gọn là...",70000.0,Công ty TNHH Tin Học Và Nhà Trường,2020-10-06 16:58:11,Bìa mềm,104.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,
73,73,Combo 3 sách lập trình dành cho học sinh từ 10 tuổi đến 16 tuổi,https://salt.tikicdn.com/cache/280x280/ts/product/2b/0e/21/fd52a91cec67479d2ca305ad3ccf43d7.jpg,Lập trình - Phần mềm ứng dụng,Bộ sách học lập trình với Scratch 3 từ cơ bản đến nâng cao và lập trình App Inventor bao gồm:Combo tài liệu học lập trình với Scratch 3 gồm 3 cuốn+ Sách Lập trình với Scratch 3+ Sách Bài tập Nâng ca...,577500.0,,202.0,nhieu tac gia,,,,,Combo 3 sách lập trình dành cho học sinh từ 10 tuổi đến 16 tuổi,https://salt.tikicdn.com/cache/280x280/ts/product/2b/0e/21/fd52a91cec67479d2ca305ad3ccf43d7.jpg,Lập trình - Phần mềm ứng dụng,nhieu tac gia,Bộ sách học lập trình với Scratch 3 từ cơ bản đến nâng cao và lập trình App Inventor bao gồm:Combo tài liệu học lập trình với Scratch 3 gồm 3 cuốn+ Sách Lập trình với Scratch 3+ Sách Bài tập Nâng ca...,577500.0,Học viện VIETSTEM,,Bìa mềm,202.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,3
74,74,"Lập Trình Điều Khiển Xa Với ESP8266, ESP32 Và Arduino",https://salt.tikicdn.com/cache/280x280/ts/product/d2/c6/e8/f5badbc58316182dce1debe1f0d1fea0.jpg,Lập trình - Phần mềm ứng dụng,"Lập Trình Điều Khiển Xa Với ESP8266, ESP32 Và ArduinoLập trình điều khiển xa với ESP8266, ESP32 và Arduino, sách đáp ứng được nhu cầu của người học và người dạy trong thời đại công nghệ 4.0 góp phần đ...",117000.0,16 x 24 cm,432.0,Nhiều Tác Giả,,,,,"Lập Trình Điều Khiển Xa Với ESP8266, ESP32 Và Arduino",https://salt.tikicdn.com/cache/280x280/ts/product/d2/c6/e8/f5badbc58316182dce1debe1f0d1fea0.jpg,Lập trình - Phần mềm ứng dụng,Nhiều Tác Giả,"Lập Trình Điều Khiển Xa Với ESP8266, ESP32 Và ArduinoLập trình điều khiển xa với ESP8266, ESP32 và Arduino, sách đáp ứng được nhu cầu của người học và người dạy trong thời đại công nghệ 4.0 góp phần đ...",117000.0,Công Ty TNHH Thương Mại STK,2019-09-01 14:28:52,Bìa mềm,432.0,Nhà Xuất Bản Thanh Niên,16 x 24 cm,,
75,75,Combo 2 sách Bài tập nâng cao và Luyện thi tin học trẻ cấp Tiểu học với Scratch 3,https://salt.tikicdn.com/cache/280x280/ts/product/d8/5d/99/cdae354cf0606b5bb9b2973dea98ef5b.jpg,Lập trình - Phần mềm ứng dụng,Combo Sách Bài tập Nâng Cao Scratch 3 và Sách Luyện thi Hội Thi tin học trẻ với Scratch 3 dành cho cấp Tiểu học1. SÁCH BÀI TẬP NÂNG CAO SCRATCH 3Cuốn sách cung cấp tới bạn đọc những bài tập nâng cao...,360000.0,,202.0,nhieu tac gia,,,,,Combo 2 sách Bài tập nâng cao và Luyện thi tin học trẻ cấp Tiểu học với Scratch 3,https://salt.tikicdn.com/cache/280x280/ts/product/d8/5d/99/cdae354cf0606b5bb9b2973dea98ef5b.jpg,Lập trình - Phần mềm ứng dụng,nhieu tac gia,Combo Sách Bài tập Nâng Cao Scratch 3 và Sách Luyện thi Hội Thi tin học trẻ với Scratch 3 dành cho cấp Tiểu học1. SÁCH BÀI TẬP NÂNG CAO SCRATCH 3Cuốn sách cung cấp tới bạn đọc những bài tập nâng cao...,360000.0,Học viện VIETSTEM,2021-05-08 15:55:16,Bìa mềm,202.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,3
76,76,Tuyển tập đề thi Scratch trong Hội thi Tin học trẻ,https://salt.tikicdn.com/cache/280x280/ts/product/d0/5e/c9/68eb5d176942837f38cf6940fe9ea557.jpg,Lập trình - Phần mềm ứng dụng,"Sách Tuyển tập đề thi SCRATCH trong Hội thi tin học trẻ là cuốn sách tập hợp tất cả các đề thi lập trình Scratch nằm trong Hội thi Tin học trẻ toàn quốc từ năm 2017 đến nay, đồng thời có khá đầy đủ cá...",250000.0,,316.0,Bùi Việt Hà,,,,,Tuyển tập đề thi Scratch trong Hội thi Tin học trẻ,https://salt.tikicdn.com/cache/280x280/ts/product/d0/5e/c9/68eb5d176942837f38cf6940fe9ea557.jpg,Lập trình - Phần mềm ứng dụng,Bùi Việt Hà,"Sách Tuyển tập đề thi SCRATCH trong Hội thi tin học trẻ là cuốn sách tập hợp tất cả các đề thi lập trình Scratch nằm trong Hội thi Tin học trẻ toàn quốc từ năm 2017 đến nay, đồng thời có khá đầy đủ cá...",250000.0,Công ty TNHH Tin Học Và Nhà Trường,2021-03-15 22:11:36,Bìa mềm,316.0,dai hoc quoc gia ha noi,,,
77,77,Giáo Trình Thực Hành Excel - Dùng Cho Các Phiên Bản 2019-2016-2013,https://salt.tikicdn.com/cache/280x280/ts/product/90/0c/81/06bd8fabaf62bcd83354747819e017f3.jpg,Lập trình - Phần mềm ứng dụng,Giáo Trình Thực Hành Excel - Dùng Cho Các Phiên Bản 2019-2016-2013Trong lĩnh vực điện toán văn phòng. Microsoft Excel là môt trong những chương trình đã và đang ứng dụng rộng rãi trong nhiểu lĩnh vực ...,108000.0,16 x 24 cm,384.0,"Phạm Quang Huy,Phạm Phương Hoa",,,,,Giáo Trình Thực Hành Excel - Dùng Cho Các Phiên Bản 2019-2016-2013,https://salt.tikicdn.com/cache/280x280/ts/product/90/0c/81/06bd8fabaf62bcd83354747819e017f3.jpg,Lập trình - Phần mềm ứng dụng,"Phạm Quang Huy,Phạm Phương Hoa",Giáo Trình Thực Hành Excel - Dùng Cho Các Phiên Bản 2019-2016-2013Trong lĩnh vực điện toán văn phòng. Microsoft Excel là môt trong những chương trình đã và đang ứng dụng rộng rãi trong nhiểu lĩnh vực ...,108000.0,Công Ty TNHH Thương Mại STK,2020-01-02 00:00:00,Bìa mềm,384.0,Nhà Xuất Bản Thanh Niên,16 x 24 cm,,
